12.4		5.82E-21	2.71E-21	1		1.30E-22	1.91E-22	5.31E-24	1.21E-25	3.85E-23	1.77E-24	4.84E-24	6.50E-26	1.87E-25	1.22E-27	1.28E-25	7.30E-25
11.27272727	0.00140192	0.00338326	0.982446	0.00408203	0.00175158	0.000268081	6.36E-06	1.13E-06	9.35E-06	3.99E-06	1.54E-06	1.83E-06	1.11E-07	4.43E-07	1.51E-06
10.33333333	0.00178873	0.00430092	0.977384	0.00527851	0.00228091	0.000346281	9.42E-06	1.78E-06	1.09E-05	3.30E-06	3.49E-06	2.69E-06	2.38E-07	7.89E-07	1.21E-06
9.538461538	0.00190932	0.00463071	0.974014	0.00578174	0.00248564	0.000363508	1.04E-05	1.87E-06	1.22E-05	2.06E-06	5.49E-06	2.52E-06	3.08E-07	1.22E-06	5.51E-07
8.857142857	0.00189267	0.00463229	0.971442	0.00588428	0.002516	0.00035347	1.03E-05	1.68E-06	1.25E-05	9.07E-07	7.24E-06	2.03E-06	3.10E-07	1.49E-06	5.39E-08
8.266666667	0.00217097	0.00534563	0.966004	0.00690792	0.00294673	0.000401739	1.38E-05	2.00E-06	1.40E-05	2.15E-07	1.03E-05	1.91E-06	3.68E-07	1.63E-06	1.46E-07
7.75		0.00244966	0.00606829	0.960129	0.00797743	0.00339542	0.00044945	1.82E-05	2.27E-06	1.50E-05	2.36E-08	1.36E-05	1.73E-06	3.68E-07	1.46E-06	1.07E-06
7.294117647	0.00294993	0.00734398	0.951857	0.00982112	0.0041756	0.000539964	2.78E-05	2.84E-06	1.65E-05	7.18E-07	1.82E-05	1.80E-06	3.30E-07	1.12E-06	2.88E-06
6.888888889	0.00309035	0.00774803	0.946226	0.0105423	0.00446897	0.000559376	3.24E-05	2.64E-06	1.61E-05	2.47E-06	2.00E-05	1.70E-06	1.65E-07	6.64E-07	4.47E-06
6.526315789	0.00367648	0.00926906	0.93613		0.0128302	0.00543109	0.000665767	4.88E-05	3.02E-06	1.69E-05	6.13E-06	2.38E-05	2.32E-06	4.62E-08	6.44E-07	5.70E-06
6.2		0.00368779	0.00937027	0.930627	0.0132005	0.00556882	0.000659143	5.24E-05	2.34E-06	1.54E-05	1.05E-05	2.28E-05	2.62E-06	9.99E-08	9.47E-07	4.92E-06
5.904761905	0.00413948	0.0105908	0.920463	0.0151749	0.00638718	0.000739701	7.03E-05	2.11E-06	1.52E-05	1.73E-05	2.31E-05	3.81E-06	5.31E-07	2.00E-06	3.23E-06
5.636363636	0.00452287	0.0116868	0.910341	0.017042	0.00713398	0.000801773	8.96E-05	1.63E-06	1.49E-05	2.61E-05	2.12E-05	4.95E-06	1.48E-06	3.64E-06	1.03E-06
5.391304348	0.0048131	0.0125411	0.900631	0.0186211	0.00777142	0.000854408	0.000107918	1.02E-06	1.40E-05	3.54E-05	1.84E-05	5.99E-06	3.03E-06	5.11E-06	2.96E-09
5.166666667	0.0050447	0.0132799	0.890584	0.0200408	0.00832902	0.000889533	0.00012616	3.95E-07	1.33E-05	4.53E-05	1.46E-05	6.43E-06	4.86E-06	6.01E-06	1.07E-06
4.96		0.00521534	0.0138352	0.881132	0.0213072	0.00881659	0.00091808	0.000143028	5.43E-08	1.28E-05	5.46E-05	1.13E-05	6.68E-06	6.58E-06	6.08E-06	3.76E-06
4.769230769	0.00549835	0.0147622	0.869371	0.0231083	0.00952537	0.00097496	0.000168693	7.71E-08	1.34E-05	6.38E-05	8.88E-06	6.81E-06	8.29E-06	4.86E-06	6.34E-06
4.592592593	0.00584409	0.0158628	0.856252	0.0252518	0.0103608	0.00104061	0.000200294	8.15E-07	1.52E-05	7.28E-05	7.97E-06	6.82E-06	8.64E-06	3.44E-06	7.97E-06
4.428571429	0.00621959	0.017042	0.842761	0.0277194	0.0113053	0.00112385	0.000237185	2.54E-06	1.84E-05	8.00E-05	9.68E-06	8.39E-06	7.70E-06	2.38E-06	7.76E-06
4.275862069	0.0062379	0.0172999	0.832287	0.0286728	0.0116455	0.00113806	0.000252659	5.28E-06	2.02E-05	8.16E-05	1.20E-05	1.12E-05	5.03E-06	1.94E-06	6.79E-06
4.133333333	0.0065952	0.0185654	0.81663		0.0312301	0.0126254	0.00123096	0.000295904	1.10E-05	2.56E-05	8.27E-05	1.71E-05	1.78E-05	2.28E-06	2.65E-06	4.95E-06
3.815384615	0.00721146	0.0208757	0.779574	0.0369861	0.0147422	0.00144685	0.000388298	3.60E-05	4.42E-05	6.61E-05	2.79E-05	4.07E-05	3.24E-06	6.87E-06	1.36E-06
3.542857143	0.00739002	0.0223374	0.74189		0.0412549	0.0162253	0.00161371	0.000448619	8.19E-05	6.04E-05	3.97E-05	3.14E-05	4.57E-05	2.03E-05	4.57E-06	7.39E-06
3.306666667	0.00774276	0.0241978	0.699771	0.047175	0.0182816	0.00194917	0.000522297	0.000165855	7.42E-05	2.15E-05	4.83E-05	1.83E-05	2.76E-05	8.99E-07	1.02E-05
3.1		0.0077251	0.0254703	0.657121	0.0521111	0.0198793	0.00230373	0.000563678	0.00027886	7.02E-05	1.71E-05	9.68E-05	6.37E-06	1.09E-05	1.05E-06	8.45E-06
2.917647059	0.00771057	0.0267099	0.610512	0.0572388	0.0215266	0.00275052	0.000566848	0.000412943	5.59E-05	1.01E-05	0.00013785	4.90E-05	2.17E-06	5.17E-07	4.52E-06
2.755555556	0.00742525	0.0268506	0.568264	0.0612035	0.0227116	0.00324839	0.000559171	0.000525099	4.18E-05	9.95E-06	0.000125604	9.77E-05	1.47E-05	1.47E-06	1.14E-05
2.610526316	0.00705802	0.0272384	0.522736	0.0655604	0.0240844	0.00391678	0.000582701	0.000627014	2.74E-05	3.10E-05	7.22E-05	9.77E-05	2.11E-05	1.83E-06	1.92E-05
2.48		0.00641133	0.0266537	0.479815	0.0671612	0.0244768	0.00432546	0.000599961	0.00064102	1.95E-05	7.35E-05	3.77E-05	6.87E-05	2.02E-05	1.75E-07	6.09E-06
2.361904762	0.00589693	0.0264022	0.433643	0.0700754	0.0253649	0.00503188	0.000762553	0.000673752	1.42E-05	0.00010835	4.80E-05	5.64E-05	3.02E-05	4.76E-06	1.53E-05
2.254545455	0.00530123	0.0251645	0.394902	0.0707513	0.0256674	0.00549115	0.00101622	0.000666984	2.08E-05	0.000126424	9.54E-05	7.59E-05	4.96E-05	1.18E-05	5.34E-05
2.156521739	0.00467299	0.0235102	0.358645	0.0705948	0.0258049	0.00572583	0.00128737	0.000609685	3.11E-05	0.000132417	0.000157031	0.000110248	5.08E-05	1.04E-05	4.45E-05
2.066666667	0.00388274	0.0216587	0.326359	0.0685314	0.0252297	0.00553322	0.0015074	0.000524144	5.03E-05	0.000108675	0.000184827	0.000124504	3.30E-05	2.77E-06	6.55E-06
1.984		0.00327696	0.01949		0.29966		0.064161	0.0241497	0.00500159	0.00167209	0.000378823	5.81E-05	8.69E-05	0.000188582	0.000109985	1.78E-05	2.90E-05	8.82E-05
1.907692308	0.00256149	0.0162219	0.285616	0.0570733	0.0215895	0.0038086	0.00155877	0.000224302	6.02E-05	5.35E-05	0.000131597	6.89E-05	4.87E-05	7.37E-05	0.000228561
1.837037037	0.000783949	0.00419714	0.873975	0.0146445	0.00415393	0.000160293	6.46E-05	3.69E-05	2.01E-05	8.22E-06	8.43E-06	9.52E-06	8.59E-07	4.53E-05	2.43E-05
1.771428571	0.00388858	0.0315102	0.670919	0.119969	0.0294526	0.00715224	0.00422379	0.000277154	3.43E-05	3.62E-05	0.000113096	0.000196089	0.000130979	0.000284628	0.000224029
1.710344828	0.0039882	0.0359485	0.609789	0.148462	0.0368082	0.00943635	0.00631658	0.000710455	0.000119766	1.22E-05	0.000214197	0.000462582	4.36E-05	0.000929933	6.10E-05
1.653333333	0.00359458	0.0378944	0.563541	0.167515	0.044457	0.0110581	0.00782933	0.00107382	0.0001475	8.54E-05	0.000604771	0.000938822	0.000275954	0.00253357	3.14E-05
1.6		0.00313499	0.0387374	0.522569	0.181343	0.0531644	0.012602	0.00894689	0.00131259	0.000100143	0.000229582	0.00113092	0.00120961	0.00124744	0.0038762	0.000689231
1.55		0.00273497	0.0401873	0.477161	0.188196	0.0630054	0.0149458	0.0105098	0.00177146	4.79E-05	0.000405398	0.00173843	0.00138417	0.0038611	0.00343798	0.00484223
1.503030303	0.00207933	0.0427048	0.424686	0.188339	0.0718811	0.0176646	0.0126704	0.00279525	0.000234613	0.000483877	0.00197233	0.00147435	0.00770225	0.00168798	0.0179674
1.458823529	0.00134936	0.0431983	0.377769	0.186805	0.0808426	0.0206987	0.0149601	0.00407058	0.000628288	0.000567906	0.00162704	0.00131027	0.00922542	0.000608896	0.0373892
1.417142857	0.00101385	0.0435803	0.330265	0.181067	0.0906594	0.0253183	0.0187352	0.00633977	0.00153981	0.000914969	0.00119877	0.00191789	0.00717016	0.00835494	0.0472176
1.377777778	0.000709218	0.0450235	0.281681	0.171025	0.0989264	0.0307668	0.0239497	0.0098867	0.00329556	0.00170468	0.000956034	0.00337768	0.00357409	0.0342921	0.039777
1.340540541	0.000305284	0.0438389	0.242963	0.161146	0.105094	0.0353464	0.028493	0.0133651	0.00542191	0.00299322	0.000961397	0.00388226	0.00102904	0.0674904	0.0247945
1.305263158	7.83E-05	0.0401693	0.208228	0.149897	0.110985	0.0401004	0.0331221	0.0170226	0.00791782	0.00478725	0.00136212	0.00284949	0.00761266	0.0841823	0.0110243
1.271794872	4.78E-05	0.0372793	0.177674	0.137453	0.115739	0.0449296	0.0377552	0.0205581	0.0103122	0.00657436	0.00170059	0.00239203	0.0324806	0.0736077	0.00174049
1.24		7.89E-05	0.0353824	0.149037	0.121959	0.117342	0.0488042	0.0418711	0.0239195	0.0128822	0.00857004	0.00148303	0.00519197	0.0725821	0.0452941	0.000518487
1.209756098	0.000232778	0.0333132	0.12076		0.102666	0.113183	0.0499705	0.0445303	0.0271655	0.016402	0.0117669	0.00113936	0.0165441	0.112225	0.0163566	0.00439989
1.180952381	0.000519516	0.0307405	0.0963389	0.0845284	0.104521	0.0476169	0.0442581	0.0289766	0.0200347	0.0158617	0.00178356	0.0440162	0.130657	0.00130095	0.00606869
1.153488372	0.000896977	0.0272054	0.0779009	0.0702444	0.0956403	0.0433169	0.0409702	0.0279908	0.0218066	0.0190179	0.00458155	0.0946652	0.117693	0.00265048	0.00370775
1.127272727	0.00121816	0.0229127	0.0642881	0.0586274	0.0885811	0.0392072	0.0364207	0.0247337	0.0206362	0.0184562	0.00962017	0.166269	0.0804999	0.00959213	0.000978381
1.102222222	0.00146077	0.0196057	0.0504011	0.0457881	0.0811166	0.036018	0.0329408	0.0218486	0.0183735	0.0140526	0.0177991	0.245491	0.0435116	0.0117326	0.000177741
1.07826087	0.00190942	0.0183662	0.0370492	0.0334889	0.0717024	0.0328181	0.0309463	0.0212591	0.0179414	0.00835829	0.0344798	0.301081	0.0233805	0.00831886	0.000466253
1.055319149	0.00310398	0.0183612	0.0257007	0.0238731	0.0602701	0.0280467	0.0286322	0.0221277	0.0204157	0.00559289	0.0705053	0.3116		0.0203693	0.00455506	0.000525576
1.033333333	0.00491659	0.0181796	0.0188751	0.0190825	0.0505413	0.0223534	0.0246854	0.0219054	0.023254	0.00669125	0.134711	0.276646	0.0212358	0.00302859	0.000245809
1.012244898	0.00642477	0.0168395	0.0164931	0.0178367	0.0453288	0.0176175	0.0195985	0.0189894	0.0224989	0.00864347	0.22239		0.216617	0.0164783	0.00228989	4.37E-05
